date,platform,spend,impressions,clicks,attributed_sales,keyword,internal_sku
2026-06-24,bigbasket,247.62,363,,2218,,40197860
2026-07-06,bigbasket,652.59,710,,1596,,40349409
2026-06-23,bigbasket,0,0,,0,,40359935
2026-06-16,bigbasket,362.86,380,,417,,40197854
2026-06-16,bigbasket,181.14,290,,1453,,40197860
2026-07-23,bigbasket,320.78,168,,2301,,40359935
2026-07-23,bigbasket,460.06,500,,3468,,40349409
2026-07-12,bigbasket,333.78,387,,1215,,40359936
2026-07-13,bigbasket,417.79,495,,1003,,40359934
2026-07-05,bigbasket,666.87,702,,2437,,40349409
2026-07-03,bigbasket,0,0,,0,,40220813
2026-05-26,bigbasket,993.18,1245,,815,,40359936
2026-06-09,bigbasket,0,0,,0,,40197856
2026-06-22,bigbasket,0,0,,0,,40197850
2026-05-05,bigbasket,745.34,988,,1940,,40197854
2026-05-02,bigbasket,1312.24,1478,,8610,,40197850
2026-06-26,bigbasket,0,0,,0,,40197850
2026-05-04,bigbasket,979.2,1185,,3037,,40220812
2026-05-22,bigbasket,1080.86,1287,,4049,,40197850
2026-05-22,bigbasket,0,0,,0,,40197857
2026-05-29,bigbasket,444.3,736,,4728,,40197851
2026-05-21,bigbasket,1166.24,1368,,8613,,40197850
2026-05-21,bigbasket,364.22,454,,1360,,40220812
2026-05-21,bigbasket,0,0,,0,,40197856
2026-06-11,bigbasket,315.33,493,,2787,,40197858
2026-06-11,bigbasket,0,0,,0,,40197856
2026-05-20,bigbasket,75.1,98,,457,,40197861
2026-05-08,bigbasket,1.72,2,,0,,40197850
2026-06-05,bigbasket,261.63,401,,1614,,40197854
2026-05-24,bigbasket,1411.67,1805,,6173,,40349409
2026-06-12,bigbasket,444.84,649,,1857,,40197854
2026-06-08,bigbasket,949.36,1112,,3533,,40197850
2026-06-08,bigbasket,0,0,,0,,40359936
2026-06-04,bigbasket,0,0,,0,,40197850
2026-05-19,bigbasket,365.46,488,,0,,40220813
2026-05-19,bigbasket,541.86,708,,624,,40302639
2026-05-23,bigbasket,471.6,781,,947,,40197851
2026-06-14,bigbasket,210.46,185,,366,,40197850
2026-07-08,bigbasket,559.65,629,,1405,,40349409
2026-07-09,bigbasket,550.62,631,,1572,,40349409
2026-06-30,bigbasket,406.45,529,,933,,40197854
2026-06-19,bigbasket,468.27,678,,1492,,40197858
2026-06-28,bigbasket,393.59,515,,2928,,40197858
2026-07-07,bigbasket,0,0,,0,,40197854
2026-06-21,bigbasket,254.27,403,,956,,40197860
2026-07-03,bigbasket,816.79,971,,4212,,40349409
2026-07-03,bigbasket,0,0,,0,,40197860
2026-07-10,bigbasket,514.87,564,,645,,40349409
2026-07-25,bigbasket,170.45,100,,2061,,40359935
2026-06-20,bigbasket,135.9,149,,594,,40197851
2026-07-26,bigbasket,810.24,917,,4775,,40349409
2026-06-18,bigbasket,451.46,679,,1242,,40220813
2026-06-18,bigbasket,312.3,339,,984,,40197851
2026-06-18,bigbasket,505.77,534,,2736,,40197858
2026-06-17,bigbasket,339.8,347,,617,,40197854
2026-07-16,bigbasket,518.77,623,,1668,,40359934
2026-06-09,bigbasket,474.77,727,,2267,,40197854
2026-06-09,bigbasket,0,0,,0,,40359936
2026-06-09,bigbasket,157.57,240,,2811,,40197860
2026-05-28,bigbasket,1939.86,2202,,5051,,40197850
2026-05-11,bigbasket,0,0,,0,,40197861
2026-05-29,bigbasket,1031.25,1266,,2697,,40220813
2026-06-10,bigbasket,200.25,312,,3194,,40197860
2026-06-05,bigbasket,0,0,,0,,40197852
2026-05-24,bigbasket,0,0,,0,,40197861
2026-05-24,bigbasket,912.16,1108,,3175,,40359934
2026-05-25,bigbasket,1077.7,1215,,3725,,40197850
2026-06-12,bigbasket,0,0,,0,,40197856
2026-06-12,bigbasket,225.83,345,,2102,,40197858
2026-06-12,bigbasket,148.55,220,,0,,40197860
2026-05-19,bigbasket,0,0,,0,,40220814
2026-06-01,bigbasket,1.2,1,,0,,40197851
2026-06-14,bigbasket,780.57,1047,,957,,40220813
2026-07-24,bigbasket,566.94,668,,4240,,40359936
2026-06-27,bigbasket,658.59,814,,2801,,40220813
2026-07-04,bigbasket,0,0,,0,,40359935
2026-07-09,bigbasket,320.14,359,,139,,40359936
2026-06-13,bigbasket,0,0,,0,,40197856
2026-06-16,bigbasket,0,0,,0,,40197850
2026-07-12,bigbasket,511.78,559,,1116,,40349409
2026-07-12,bigbasket,510.8,594,,2098,,40359934
2026-07-21,bigbasket,74.96,44,,178,,40359935
2026-07-21,bigbasket,1.2,2,,0,,40197852
2026-07-03,bigbasket,0,0,,0,,40197858
2026-07-26,bigbasket,348.91,169,,3355,,40359935
2026-06-18,bigbasket,549.72,449,,1872,,40359935
2026-06-17,bigbasket,346.5,379,,1115,,40197851
2026-06-17,bigbasket,0,0,,0,,40349409
2026-07-22,bigbasket,236.52,133,,1789,,40359935
2026-06-06,bigbasket,0,0,,0,,40359934
2026-06-06,bigbasket,413.3,679,,1591,,40197851
2026-05-02,bigbasket,1067.32,1167,,4784,,40220812
2026-05-22,bigbasket,592.7,672,,2546,,40302639
2026-05-30,bigbasket,6.48,2,,0,,40197852
2026-05-14,bigbasket,0,0,,0,,40197850
2026-06-10,bigbasket,504.6,835,,1906,,40197851
2026-05-08,bigbasket,0,0,,0,,40220812
2026-06-05,bigbasket,530.62,538,,1590,,40197850
2026-05-24,bigbasket,0,0,,0,,40302639
2026-05-24,bigbasket,660.08,646,,2425,,40359935
2026-05-25,bigbasket,0,0,,0,,40197861
2026-06-12,bigbasket,467.9,758,,2786,,40197851
2026-06-08,bigbasket,216.41,335,,795,,40197858
2026-05-19,bigbasket,219.94,300,,139,,40197860
2026-05-06,blinkit,75.5,151,,594.0,dona,
2026-05-06,blinkit,58.8,98,,297.0,paper bowl,
2026-05-06,blinkit,73.6,92,,198.0,small bowl,
2026-05-06,blinkit,125.6,256,,783.0,bowls,
2026-05-06,blinkit,1678.5,1104,,5905.0,disposable bowl,
2026-05-06,blinkit,713.6,1784,,3523.0,paper plate,
2026-05-06,blinkit,479.2,1198,,1615.0,paper plates,
2026-05-07,blinkit,122.5,245,,1169.0,dona,
2026-05-07,blinkit,136.2,227,,1339.0,paper bowl,
2026-05-07,blinkit,122.4,153,,297.0,small bowl,
2026-05-07,blinkit,194.6,397,,1160.0,bowls,
2026-05-07,blinkit,3104.1,2041,,11824.0,disposable bowl,
2026-05-07,blinkit,991.2,2478,,3498.0,paper plate,
2026-05-07,blinkit,695.2,1738,,1022.0,paper plates,
2026-05-08,blinkit,138,276,,1219.0,dona,
2026-05-08,blinkit,152.4,254,,1179.0,paper bowl,
2026-05-08,blinkit,138.4,173,,99.0,small bowl,
2026-05-08,blinkit,164.9,336,,851.0,bowls,
2026-05-08,blinkit,3408.1,2241,,13704.0,disposable bowl,
2026-05-08,blinkit,1167.6,2919,,4151.0,paper plate,
2026-05-08,blinkit,835.2,2088,,3673.0,paper plates,
2026-05-09,blinkit,140,280,,2366.0,dona,
2026-05-09,blinkit,190.2,317,,1487.0,paper bowl,
2026-05-09,blinkit,134.4,168,,396.0,small bowl,
2026-05-09,blinkit,219.2,446,,396.0,bowls,
2026-05-09,blinkit,3793.8,2495,,18955.0,disposable bowl,
2026-05-09,blinkit,1360.8,3402,,5193.0,paper plate,
2026-05-09,blinkit,912,2280,,5701.0,paper plates,
2026-05-10,blinkit,147.5,295,,1287.0,dona,
2026-05-10,blinkit,178.8,298,,1863.0,paper bowl,
2026-05-10,blinkit,147.2,184,,297.0,small bowl,
2026-05-10,blinkit,231.9,472,,783.0,bowls,
2026-05-10,blinkit,3727.2,2451,,16107.0,disposable bowl,
2026-05-10,blinkit,1262,3155,,3569.0,paper plate,
2026-05-10,blinkit,770.4,1926,,3708.0,paper plates,
2026-05-11,blinkit,126.5,253,,1418.0,dona,
2026-05-11,blinkit,102,170,,684.0,paper bowl,
2026-05-11,blinkit,115.2,144,,198.0,small bowl,
2026-05-11,blinkit,180.3,368,,297.0,bowls,
2026-05-11,blinkit,2420.1,1592,,9972.0,disposable bowl,
2026-05-11,blinkit,200,500,,237.0,paper plate,
2026-05-11,blinkit,465.2,1163,,764.0,paper plates,
2026-05-11,blinkit,2935.8,4194,,5294.0,paper plate,
2026-05-12,blinkit,154,308,,1883.0,dona,
2026-05-12,blinkit,108,180,,1071.0,paper bowl,
2026-05-12,blinkit,137.6,172,,495.0,small bowl,
2026-05-12,blinkit,170.6,348,,1776.0,bowls,
2026-05-12,blinkit,2640.7,1737,,11597.0,disposable bowl,
2026-05-12,blinkit,491.6,1229,,1659.0,paper plates,
2026-05-12,blinkit,4451.3,6359,,7178.0,paper plate,
2026-05-13,blinkit,163,326,,3559.0,dona,
2026-05-13,blinkit,113.4,189,,1575.0,paper bowl,
2026-05-13,blinkit,93.6,117,,99.0,small bowl,
2026-05-13,blinkit,188.7,385,,1079.0,bowls,
2026-05-13,blinkit,2756.8,1813,,10813.0,disposable bowl,
2026-05-13,blinkit,482.4,1206,,1033.0,paper plates,
2026-05-13,blinkit,4542.3,6489,,6883.0,paper plate,
2026-05-14,blinkit,160.5,321,,1656.0,dona,
2026-05-14,blinkit,139.2,232,,1109.0,paper bowl,
2026-05-14,blinkit,101.6,127,,198.0,small bowl,
2026-05-14,blinkit,213.7,436,,754.0,bowls,
2026-05-14,blinkit,3132.7,2060,,12713.0,disposable bowl,
2026-05-14,blinkit,500.8,1252,,2617.0,paper plates,
2026-05-14,blinkit,4939.9,7057,,11378.0,paper plate,
2026-05-15,blinkit,210,420,,2340.0,dona,
2026-05-15,blinkit,169.8,283,,2142.0,paper bowl,
2026-05-15,blinkit,131.2,164,,297.0,small bowl,
2026-05-15,blinkit,207.8,424,,1080.0,bowls,
2026-05-15,blinkit,3283.1,2159,,10981.0,disposable bowl,
2026-05-15,blinkit,646,1615,,2023.0,paper plates,
2026-05-15,blinkit,5443.9,7777,,9263.0,paper plate,
2026-05-16,blinkit,217.5,435,,2160.0,dona,
2026-05-16,blinkit,160.2,267,,1080.0,paper bowl,
2026-05-16,blinkit,136,170,,297.0,small bowl,
2026-05-16,blinkit,269.1,550,,1089.0,bowls,
2026-05-16,blinkit,4075.4,2680,,14090.0,disposable bowl,
2026-05-16,blinkit,761.6,1904,,3098.0,paper plates,
2026-05-16,blinkit,5871.6,8388,,10215.0,paper plate,
2026-05-17,blinkit,140.5,281,,981.0,dona,
2026-05-17,blinkit,186,310,,1764.0,paper bowl,
2026-05-17,blinkit,167.2,209,,693.0,small bowl,
2026-05-17,blinkit,208.1,424,,783.0,bowls,
2026-05-17,blinkit,3615.7,2378,,13105.0,disposable bowl,
2026-05-17,blinkit,738.8,1847,,3146.0,paper plates,
2026-05-17,blinkit,6307.7,9011,,11526.0,paper plate,
2026-05-18,blinkit,153,306,,2142.0,dona,
2026-05-18,blinkit,135,225,,1269.0,paper bowl,
2026-05-18,blinkit,132.8,166,,486.0,small bowl,
2026-05-18,blinkit,176.9,360,,198.0,bowls,
2026-05-18,blinkit,2622.4,1725,,7639.0,disposable bowl,
2026-05-18,blinkit,519.6,1299,,1976.0,paper plates,
2026-05-18,blinkit,4166.4,5952,,6605.0,paper plate,
2026-05-19,blinkit,112,224,,1190.0,dona,
2026-05-19,blinkit,129.6,216,,1398.0,paper bowl,
2026-05-19,blinkit,152,190,,198.0,small bowl,
2026-05-19,blinkit,151.1,307,,594.0,bowls,
2026-05-19,blinkit,2787.1,1833,,9763.0,disposable bowl,
2026-05-19,blinkit,300.4,751,,914.0,paper plates,
2026-05-19,blinkit,4376.4,6252,,6683.0,paper plate,
2026-05-19,blinkit,273.5,547,,507.0,paper plates,
2026-05-20,blinkit,136,272,,1071.0,dona,
2026-05-20,blinkit,147,245,,891.0,paper bowl,
2026-05-20,blinkit,115.2,144,,99.0,small bowl,
2026-05-20,blinkit,148.5,302,,625.0,bowls,
2026-05-20,blinkit,2920.7,1921,,13018.0,disposable bowl,
2026-05-20,blinkit,5007.8,7154,,8634.0,paper plate,
2026-05-20,blinkit,716.5,1433,,1677.0,paper plates,
2026-05-21,blinkit,150,300,,1735.0,dona,
2026-05-21,blinkit,126.6,211,,198.0,paper bowl,
2026-05-21,blinkit,130.4,163,,99.0,small bowl,
2026-05-21,blinkit,152.4,310,,466.0,bowls,
2026-05-21,blinkit,2976.8,1958,,11126.0,disposable bowl,
2026-05-21,blinkit,2408,3440,,4661.0,paper plate,
2026-05-21,blinkit,690.5,1381,,2441.0,paper plates,
2026-05-21,blinkit,1893.1,2900,,3282.0,paper plate,
2026-05-22,blinkit,133.5,267,,693.0,dona,
2026-05-22,blinkit,148.2,247,,1626.0,paper bowl,
2026-05-22,blinkit,126.4,158,,625.0,small bowl,
2026-05-22,blinkit,161,328,,614.0,bowls,
2026-05-22,blinkit,3254.5,2140,,9811.0,disposable bowl,
2026-05-22,blinkit,0.7,1,,0.0,paper plate,
2026-05-22,blinkit,356.5,713,,1430.0,paper plates,
2026-05-22,blinkit,2743.8,4208,,6467.0,paper plate,
2026-05-23,blinkit,142.5,285,,981.0,dona,
2026-05-23,blinkit,178.2,297,,822.0,paper bowl,
2026-05-23,blinkit,140.8,176,,486.0,small bowl,
2026-05-23,blinkit,177.3,361,,486.0,bowls,
2026-05-23,blinkit,3933.7,2587,,14184.0,disposable bowl,
2026-05-24,blinkit,184,368,,2072.0,dona,
2026-05-24,blinkit,152.4,254,,1773.0,paper bowl,
2026-05-24,blinkit,153.6,192,,297.0,small bowl,
2026-05-24,blinkit,200.2,408,,495.0,bowls,
2026-05-24,blinkit,3806.5,2503,,15116.0,disposable bowl,
2026-05-25,blinkit,141,282,,990.0,dona,
2026-05-25,blinkit,116.4,194,,774.0,paper bowl,
2026-05-25,blinkit,120,150,,198.0,small bowl,
2026-05-25,blinkit,135.2,275,,297.0,bowls,
2026-05-25,blinkit,2802.4,1843,,10115.0,disposable bowl,
2026-05-26,blinkit,37.5,75,,486.0,dona,
2026-05-26,blinkit,138.6,231,,990.0,paper bowl,
2026-05-26,blinkit,24,30,,99.0,small bowl,
2026-05-26,blinkit,21.4,43,,99.0,bowls,
2026-05-26,blinkit,3100.8,2039,,8815.0,disposable bowl,
2026-05-26,blinkit,112.8,245,,852.0,dona,
2026-05-27,blinkit,45,75,,387.0,paper bowl,
2026-05-27,blinkit,2174.3,1430,,7341.0,disposable bowl,
2026-05-27,blinkit,49.6,108,,1885.0,dona,
2026-05-27,blinkit,114.6,191,,1647.0,paper bowl,
2026-05-27,blinkit,48.9,105,,495.0,dona,
2026-05-26,blinkit,1.1,2,,0.0,katori,
2026-05-27,blinkit,497,896,,605.0,katori,
2026-05-27,blinkit,66.8,119,,684.0,dona,
2026-05-26,blinkit,6.4,4,,0.0,disposable bowl,
2026-05-27,blinkit,1604.8,1003,,5690.0,disposable bowl,
2026-05-27,blinkit,327.5,655,,1002.0,paper plates,
2026-05-23,blinkit,0.7,1,,0.0,paper plate,
2026-05-27,blinkit,13.8,21,,0.0,paper plate,
2026-05-27,blinkit,5257.6,10502,,8350.0,plate,
2026-05-27,blinkit,1759,2929,,2282.0,plates,
2026-05-27,blinkit,441.9,485,,704.0,paper plates,
2026-05-27,blinkit,880.4,1271,,1012.0,plates,
2026-05-28,blinkit,183,305,,1863.0,paper bowl,
2026-05-28,blinkit,704.2,1271,,2261.0,katori,
2026-05-28,blinkit,144.5,259,,1674.0,dona,
2026-05-28,blinkit,4937.6,3086,,20786.0,disposable bowl,
2026-05-28,blinkit,10997.9,21963,,23563.0,plate,
2026-05-28,blinkit,2825.4,3094,,4274.0,paper plates,
2026-05-28,blinkit,1065.9,1539,,2906.0,plates,
2026-05-29,blinkit,150.6,251,,1080.0,paper bowl,
2026-05-29,blinkit,568.2,1025,,972.0,katori,
2026-05-29,blinkit,168.6,302,,862.0,dona,
2026-05-29,blinkit,4019.2,2512,,13961.0,disposable bowl,
2026-05-29,blinkit,10078.5,20129,,22254.0,plate,
2026-05-29,blinkit,3279.6,3590,,3947.0,paper plates,
2026-05-30,blinkit,225,375,,2619.0,paper bowl,
2026-05-30,blinkit,654.7,1182,,495.0,katori,
2026-05-30,blinkit,228,410,,3687.0,dona,
2026-05-30,blinkit,4488,2805,,15975.0,disposable bowl,
2026-05-30,blinkit,11851.8,23666,,20484.0,plate,
2026-05-30,blinkit,3642.9,3987,,9095.0,paper plates,
2026-05-31,blinkit,210.6,351,,1476.0,paper bowl,
2026-05-31,blinkit,723.9,1308,,1595.0,katori,
2026-05-31,blinkit,274.7,494,,3641.0,dona,
2026-05-31,blinkit,4641.6,2901,,17296.0,disposable bowl,
2026-05-31,blinkit,13261.8,26483,,17863.0,plate,
2026-05-31,blinkit,3352.8,3670,,5911.0,paper plates,
2026-06-05,blinkit,300.5,601,,396.0,katori,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,2.5,5,,0.0,kataifi,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,2.5,5,,0.0,kathi,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,21.5,43,,0.0,kato,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3.5,7,,0.0,katti,
2026-06-05,blinkit,3.5,7,,0.0,kattu,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,10.5,21,,0.0,kito,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,43,86,,99.0,small bowl,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3,6,,0.0,bowl small,
2026-06-05,blinkit,3,6,,0.0,small,
2026-06-05,blinkit,6.5,13,,0.0,small bal,
2026-06-05,blinkit,4,8,,0.0,small ball,
2026-06-05,blinkit,2.5,5,,0.0,small balls,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,7,14,,0.0,small bow,
2026-06-05,blinkit,2,4,,0.0,small bowl for,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,small vati,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3,6,,0.0,smallbowl,
2026-06-05,blinkit,70.5,141,,288.0,paper bowl,
2026-06-05,blinkit,100.5,201,,198.0,bowls,
2026-06-05,blinkit,1040.5,2081,,1338.0,bowl,
2026-06-05,blinkit,4,8,,0.0,Others,
2026-06-05,blinkit,5,10,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,4,8,,0.0,Others,
2026-06-05,blinkit,7.5,15,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,32,64,,0.0,boul,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,162,324,,0.0,bow,
2026-06-05,blinkit,2.5,5,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,3,6,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,3,6,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,3,6,,0.0,Others,
2026-06-05,blinkit,6,12,,0.0,Others,
2026-06-05,blinkit,6.5,13,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,6.5,13,,0.0,Others,
2026-06-05,blinkit,5.5,11,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,589,1178,,5113.0,disposable bowl,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,76,152,,0.0,Others,
2026-06-05,blinkit,286.5,573,,0.0,bow,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3.5,7,,0.0,Others,
2026-06-05,blinkit,305.5,611,,198.0,bowl,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,5.5,11,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,5.5,11,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,10,20,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,18,36,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,40,80,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3.5,7,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,20,40,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,16,32,,456.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,4.5,9,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,3.5,7,,0.0,Others,
2026-06-05,blinkit,4.5,9,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,62.5,125,,169.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,2.5,5,,0.0,Others,
2026-06-05,blinkit,3.5,7,,0.0,Others,
2026-06-05,blinkit,5,10,,0.0,Others,
2026-06-05,blinkit,259.5,519,,0.0,disp,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,6,12,,0.0,Others,
2026-06-05,blinkit,5.5,11,,0.0,Others,
2026-06-05,blinkit,1086.5,2173,,1982.0,dispo,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,112.5,225,,189.0,dispos,
2026-06-05,blinkit,290.5,581,,824.0,disposa,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,34,68,,99.0,Others,
2026-06-05,blinkit,35.5,71,,0.0,Others,
2026-06-05,blinkit,805,1610,,1021.0,disposable,
2026-06-05,blinkit,28,56,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,5.5,11,,0.0,Others,
2026-06-05,blinkit,43,86,,0.0,Others,
2026-06-05,blinkit,14.5,29,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,8,16,,0.0,Others,
2026-06-05,blinkit,31.5,63,,198.0,Others,
2026-06-05,blinkit,19,38,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,40.5,81,,189.0,Others,
2026-06-05,blinkit,25,50,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,2.5,5,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,8,16,,0.0,Others,
2026-06-05,blinkit,9,18,,0.0,Others,
2026-06-05,blinkit,2.5,5,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,3.5,7,,189.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,13.5,27,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,31,62,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,166,332,,486.0,disposal,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,2,4,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,1.5,3,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,0.5,1,,0.0,Others,
2026-06-05,blinkit,1,2,,0.0,Others,
2026-06-05,blinkit,6.5,13,,0.0,Others,
2026-06-05,blinkit,10,20,,0.0,Others,
2026-06-05,blinkit,812.5,1700,,1083.0,paper plate,
2026-06-05,blinkit,2005.8,4207,,5467.0,plates,
2026-06-05,blinkit,544.3,1140,,3402.0,paper plates,
2026-06-05,blinkit,705.8,1471,,5452.0,disposable plates,
2026-06-05,blinkit,468.1,980,,1001.0,use and throw plate,
2026-06-05,blinkit,132.9,360,,684.0,dona,
2026-06-05,blinkit,235.2,655,,426.0,pattal,
2026-06-05,blinkit,6.1,17,,0.0,Others,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,61,172,,0.0,patal,
2026-06-05,blinkit,10.8,30,,0.0,patt,
2026-06-05,blinkit,14.3,40,,0.0,patta,
2026-06-05,blinkit,0.8,2,,0.0,Others,
2026-06-05,blinkit,112.6,316,,595.0,patravali,
