date,platform,internal_sku,city,units,revenue
2026-07-17,blinkit,68254,bangalore,2,298
2026-07-17,blinkit,63565,pune,1,189
2026-07-17,blinkit,18503,kolkata,1,99
2026-07-17,blinkit,78553,vadodara,2,198
2026-07-17,blinkit,18506,mumbai,3,1497
2026-07-17,blinkit,18503,patna,1,99
2026-07-17,blinkit,792937,pune,1,95
2026-07-17,blinkit,792937,mumbai,1,95
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-17,blinkit,197453,bangalore,1,169
2026-07-17,blinkit,18504,chennai,2,638
2026-07-17,blinkit,18503,mumbai,1,99
2026-07-17,blinkit,78553,bangalore,1,99
2026-07-17,blinkit,792937,mumbai,1,95
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-17,blinkit,63565,chennai,1,189
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-17,blinkit,68254,delhi,1,149
2026-07-17,blinkit,68254,mumbai,1,149
2026-07-17,blinkit,197453,bangalore,1,169
2026-07-14,blinkit,18503,surat,3,297
2026-07-14,blinkit,792937,mumbai,1,95
2026-07-14,blinkit,78553,bhubaneswar,1,99
2026-07-14,blinkit,18506,jaipur,2,998
2026-07-14,blinkit,78553,chennai,1,99
2026-07-14,blinkit,792937,bangalore,2,190
2026-07-14,blinkit,197453,pune,1,169
2026-07-14,blinkit,18503,kolkata,2,198
2026-07-14,blinkit,18503,pune,2,198
2026-07-14,blinkit,78553,bangalore,1,99
2026-07-14,blinkit,18504,hyderabad,1,319
2026-07-14,blinkit,18503,hyderabad,1,99
2026-07-14,blinkit,63565,noida,1,189
2026-07-14,blinkit,792937,hyderabad,1,95
2026-07-14,blinkit,18503,delhi,1,99
2026-07-14,blinkit,18506,gurgaon,1,499
2026-07-14,blinkit,78553,chennai,1,99
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,63565,delhi,1,189
2026-07-14,blinkit,68254,gurgaon,1,149
2026-07-14,blinkit,63565,mumbai,1,189
2026-07-14,blinkit,78553,surat,1,99
2026-07-14,blinkit,63565,mumbai,1,189
2026-07-14,blinkit,197453,hyderabad,1,169
2026-07-14,blinkit,792937,delhi,1,95
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,63565,bangalore,2,378
2026-07-14,blinkit,63565,bangalore,2,378
2026-07-13,blinkit,78553,vizag,1,99
2026-07-13,blinkit,18503,vellore,1,99
2026-07-13,blinkit,63565,bangalore,1,189
2026-07-13,blinkit,18503,chennai,1,99
2026-07-13,blinkit,792937,hyderabad,1,95
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,78553,central goa,1,99
2026-07-13,blinkit,63565,kolkata,1,189
2026-07-13,blinkit,792937,bangalore,3,285
2026-07-13,blinkit,792937,chandigarh,1,95
2026-07-13,blinkit,18503,hyderabad,1,99
2026-07-13,blinkit,792937,mysore,1,95
2026-07-13,blinkit,18506,mumbai,2,998
2026-07-13,blinkit,63565,hyderabad,1,189
2026-07-13,blinkit,78553,bangalore,1,99
2026-07-13,blinkit,78553,mysore,2,198
2026-07-13,blinkit,18506,mumbai,2,998
2026-07-13,blinkit,63565,indore,1,189
2026-07-13,blinkit,792937,delhi,1,95
2026-07-13,blinkit,78553,chennai,1,99
2026-07-13,blinkit,18506,mumbai,2,998
2026-07-13,blinkit,18504,chennai,1,319
2026-07-13,blinkit,792937,bangalore,2,190
2026-07-13,blinkit,68254,mumbai,1,149
2026-07-13,blinkit,18504,moradabad,1,319
2026-07-13,blinkit,63565,bangalore,1,189
2026-07-13,blinkit,292876,delhi,1,125
2026-07-17,blinkit,792937,bangalore,1,95
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-17,blinkit,792937,bangalore,1,95
2026-07-17,blinkit,78553,chennai,1,99
2026-07-17,blinkit,63565,delhi,1,189
2026-07-17,blinkit,792937,central goa,1,95
2026-07-17,blinkit,792937,mumbai,1,95
2026-07-17,blinkit,63565,manipal,1,189
2026-07-17,blinkit,792937,chennai,1,95
2026-07-17,blinkit,792937,bangalore,1,95
2026-07-17,blinkit,18503,delhi,1,99
2026-07-17,blinkit,68254,chennai,1,149
2026-07-17,blinkit,78553,central goa,1,99
2026-07-17,blinkit,63565,hyderabad,2,378
2026-07-17,blinkit,18503,bilaspur,2,198
2026-07-17,blinkit,18503,hyderabad,1,99
2026-07-17,blinkit,18506,mumbai,1,499
2026-07-17,blinkit,78553,chennai,1,99
2026-07-17,blinkit,78553,bangalore,1,99
2026-07-17,blinkit,792937,chennai,1,95
2026-07-17,blinkit,18504,mumbai,2,638
2026-07-17,blinkit,18503,hyderabad,3,297
2026-07-17,blinkit,292876,faridabad,1,125
2026-07-17,blinkit,78553,tirupati,1,99
2026-07-17,blinkit,792937,bangalore,1,95
2026-07-17,blinkit,18503,bangalore,1,99
2026-07-17,blinkit,63565,chennai,1,189
2026-07-17,blinkit,792937,jabalpur,1,95
2026-07-17,blinkit,18506,mumbai,1,499
2026-07-17,blinkit,18503,kolkata,1,99
2026-07-17,blinkit,63565,hyderabad,1,189
2026-07-17,blinkit,18503,bangalore,1,99
2026-07-17,blinkit,792937,bangalore,2,190
2026-07-17,blinkit,78553,chennai,1,99
2026-07-17,blinkit,18504,bangalore,1,319
2026-07-17,blinkit,78553,pune,1,99
2026-07-17,blinkit,18503,bhubaneswar,2,198
2026-07-17,blinkit,63565,hyderabad,1,189
2026-07-17,blinkit,792937,mangaluru,1,95
2026-07-17,blinkit,197453,pune,1,169
2026-07-17,blinkit,18503,chennai,1,99
2026-07-17,blinkit,18503,chennai,1,99
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-17,blinkit,78553,bangalore,1,99
2026-07-17,blinkit,63565,bangalore,1,189
2026-07-18,blinkit,18503,bangalore,2,198
2026-07-18,blinkit,18503,delhi,2,198
2026-07-18,blinkit,18504,guwahati,1,319
2026-07-18,blinkit,18506,chennai,1,499
2026-07-18,blinkit,18504,hyderabad,1,319
2026-07-18,blinkit,63565,delhi,1,189
2026-07-18,blinkit,68254,bangalore,1,149
2026-07-18,blinkit,18503,chennai,2,198
2026-07-18,blinkit,78553,pune,3,297
2026-07-18,blinkit,18503,chennai,2,198
2026-07-18,blinkit,63565,bangalore,1,189
2026-07-18,blinkit,18503,chennai,1,99
2026-07-18,blinkit,18503,bangalore,1,99
2026-07-18,blinkit,18506,bangalore,1,499
2026-07-18,blinkit,78553,chennai,1,99
2026-07-18,blinkit,78553,mumbai,1,99
2026-07-18,blinkit,63565,bangalore,2,378
2026-07-18,blinkit,18503,chennai,1,99
2026-07-18,blinkit,78553,vizag,1,99
2026-07-18,blinkit,792937,bangalore,3,285
2026-07-18,blinkit,63565,bangalore,1,189
2026-07-18,blinkit,18503,pune,1,99
2026-07-18,blinkit,18506,mumbai,1,499
2026-07-18,blinkit,792937,bangalore,1,95
2026-07-18,blinkit,18504,hyderabad,1,319
2026-07-18,blinkit,63565,lucknow,1,189
2026-07-18,blinkit,63565,bangalore,1,189
2026-07-18,blinkit,78553,mumbai,1,99
2026-07-18,blinkit,68254,hyderabad,2,298
2026-07-18,blinkit,63565,mumbai,1,189
2026-07-18,blinkit,68254,bangalore,1,149
2026-07-18,blinkit,18504,chennai,1,319
2026-07-18,blinkit,197453,bangalore,1,169
2026-07-18,blinkit,68254,gurgaon,1,149
2026-07-18,blinkit,292876,patna,1,125
2026-07-18,blinkit,63565,bangalore,1,189
2026-07-18,blinkit,18506,mumbai,1,499
2026-07-18,blinkit,18503,hyderabad,3,297
2026-07-18,blinkit,68254,kolkata,2,298
2026-07-18,blinkit,18503,bangalore,1,99
2026-07-18,blinkit,63565,pune,2,378
2026-07-18,blinkit,18504,mumbai,1,319
2026-07-18,blinkit,68254,mumbai,1,149
2026-07-18,blinkit,792937,ranchi,1,95
2026-07-18,blinkit,18503,noida 1,1,99
2026-07-18,blinkit,68254,bangalore,1,149
2026-07-18,blinkit,68254,bangalore,1,149
2026-07-14,blinkit,68254,central goa,1,149
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,78553,pune,1,99
2026-07-14,blinkit,18506,mumbai,1,499
2026-07-14,blinkit,18503,hyderabad,1,99
2026-07-14,blinkit,18504,bangalore,1,319
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,18504,vizag,1,319
2026-07-14,blinkit,78553,mumbai,1,99
2026-07-14,blinkit,792937,mumbai,2,190
2026-07-14,blinkit,78553,bangalore,3,297
2026-07-14,blinkit,78553,mumbai,2,198
2026-07-14,blinkit,18504,chennai,1,319
2026-07-14,blinkit,18503,delhi,1,99
2026-07-14,blinkit,68254,bangalore,1,149
2026-07-14,blinkit,18504,chennai,1,319
2026-07-14,blinkit,792937,delhi,1,95
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,78553,bangalore,1,99
2026-07-14,blinkit,18503,pondicherry,2,198
2026-07-14,blinkit,63565,delhi,1,189
2026-07-14,blinkit,792937,delhi,1,95
2026-07-14,blinkit,18506,chennai,1,499
2026-07-14,blinkit,792937,gurgaon,1,95
2026-07-14,blinkit,18504,coimbatore,1,319
2026-07-14,blinkit,792937,hyderabad,1,95
2026-07-14,blinkit,18503,chennai,1,99
2026-07-14,blinkit,63565,delhi,1,189
2026-07-14,blinkit,63565,bangalore,2,378
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,792937,bangalore,2,190
2026-07-14,blinkit,197453,jaipur,1,169
2026-07-14,blinkit,18503,chennai,2,198
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,792937,hyderabad,2,190
2026-07-14,blinkit,18503,delhi,2,198
2026-07-14,blinkit,68254,mumbai,1,149
2026-07-14,blinkit,78553,vadodara,1,99
2026-07-14,blinkit,78553,bangalore,2,198
2026-07-14,blinkit,78553,bangalore,1,99
2026-07-14,blinkit,63565,nizamabad,2,378
2026-07-14,blinkit,63565,chennai,1,189
2026-07-14,blinkit,18504,chennai,1,319
2026-07-14,blinkit,18503,bangalore,2,198
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,18503,hyderabad,1,99
2026-07-14,blinkit,68254,bangalore,1,149
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,78553,bangalore,1,99
2026-07-13,blinkit,18503,bangalore,1,99
2026-07-13,blinkit,792937,delhi,3,285
2026-07-13,blinkit,18506,pune,1,499
2026-07-13,blinkit,18504,chennai,1,319
2026-07-13,blinkit,78553,vizag,1,99
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,78553,bangalore,1,99
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,18503,kolkata,1,99
2026-07-13,blinkit,63565,bangalore,1,189
2026-07-13,blinkit,792937,delhi,1,95
2026-07-13,blinkit,18503,bangalore,2,198
2026-07-13,blinkit,18503,bangalore,2,198
2026-07-13,blinkit,57850,lucknow,1,109
2026-07-13,blinkit,18503,bangalore,1,99
2026-07-13,blinkit,63565,delhi,1,189
2026-07-13,blinkit,68254,thiruvananthapuram,1,149
2026-07-13,blinkit,63565,guwahati,1,189
2026-07-13,blinkit,18503,bangalore,1,99
2026-07-13,blinkit,792937,mumbai,1,95
2026-07-15,blinkit,78553,bangalore,1,99
2026-07-15,blinkit,63565,bangalore,1,189
2026-07-15,blinkit,78553,noida,1,99
2026-07-15,blinkit,68254,ludhiana,1,149
2026-07-15,blinkit,68254,mumbai,1,149
2026-07-15,blinkit,792937,pune,1,95
2026-07-15,blinkit,792937,mangaluru,2,190
2026-07-15,blinkit,68254,bangalore,1,149
2026-07-15,blinkit,792937,bangalore,1,95
2026-07-15,blinkit,63565,hyderabad,1,189
2026-07-15,blinkit,63565,bangalore,1,189
2026-07-15,blinkit,78553,bangalore,1,99
2026-07-15,blinkit,18506,delhi,1,499
2026-07-15,blinkit,78553,chennai,1,99
2026-07-15,blinkit,68254,bangalore,1,149
2026-07-15,blinkit,792937,hyderabad,2,190
2026-07-15,blinkit,68254,bangalore,2,298
2026-07-15,blinkit,197453,bangalore,1,169
2026-07-15,blinkit,18504,mumbai,1,319
2026-07-15,blinkit,18503,pune,1,99
2026-07-15,blinkit,18503,aurangabad,2,198
2026-07-15,blinkit,57850,vijayawada,1,109
2026-07-15,blinkit,78553,tirupati,1,99
2026-07-15,blinkit,63565,gurgaon,1,189
2026-07-15,blinkit,78553,chennai,1,99
2026-07-15,blinkit,18503,pune,1,99
2026-07-15,blinkit,63565,ahmedabad,2,378
2026-07-16,blinkit,18504,kochi,1,319
2026-07-16,blinkit,18503,pune,1,99
2026-07-16,blinkit,18503,chennai,1,99
2026-07-16,blinkit,63565,bangalore,1,189
2026-07-16,blinkit,792937,mumbai,1,95
2026-07-16,blinkit,792937,hyderabad,3,285
2026-07-16,blinkit,78553,bangalore,1,99
2026-07-16,blinkit,63565,bangalore,1,189
2026-07-16,blinkit,18504,mumbai,1,319
2026-07-16,blinkit,78553,mumbai,1,99
2026-07-16,blinkit,63565,bangalore,1,189
2026-07-16,blinkit,18504,mumbai,1,319
2026-07-16,blinkit,78553,ahmedabad,1,99
2026-07-16,blinkit,68254,bangalore,1,149
2026-07-16,blinkit,792937,mumbai,1,95
2026-07-16,blinkit,18503,hyderabad,2,198
2026-07-16,blinkit,68254,mumbai,1,149
2026-07-16,blinkit,78553,bangalore,1,99
2026-07-16,blinkit,18504,bangalore,1,319
2026-07-16,blinkit,63565,pune,2,378
2026-07-16,blinkit,18504,chennai,2,638
2026-07-16,blinkit,292876,bangalore,1,125
2026-07-16,blinkit,18504,nellore,1,319
2026-07-16,blinkit,792937,mumbai,1,95
2026-07-16,blinkit,18504,noida 1,1,339
2026-07-16,blinkit,18504,karur,1,319
2026-07-16,blinkit,78553,chennai,2,198
2026-07-16,blinkit,63565,mumbai,1,189
2026-07-16,blinkit,68254,hyderabad,2,298
2026-07-16,blinkit,78553,pune,1,99
2026-07-16,blinkit,18503,delhi,1,99
2026-07-13,blinkit,292876,bangalore,2,250
2026-07-13,blinkit,18504,mumbai,1,319
2026-07-13,blinkit,792937,chennai,2,190
2026-07-13,blinkit,792937,bangalore,2,190
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,792937,mumbai,1,95
2026-07-13,blinkit,792937,delhi,1,95
2026-07-13,blinkit,18504,mumbai,2,638
2026-07-13,blinkit,792937,karimnagar,3,285
2026-07-13,blinkit,63565,delhi,1,189
2026-07-13,blinkit,68254,bangalore,1,149
2026-07-13,blinkit,18504,mumbai,1,319
2026-07-13,blinkit,792937,noida 1,1,95
2026-07-13,blinkit,792937,kurnool,1,95
2026-07-13,blinkit,792937,hyderabad,1,95
2026-07-13,blinkit,18504,chennai,1,319
2026-07-13,blinkit,78553,bangalore,1,99
2026-07-13,blinkit,197453,bangalore,1,169
2026-07-13,blinkit,18503,delhi,2,198
2026-07-13,blinkit,68254,mumbai,1,149
2026-07-13,blinkit,78553,chennai,1,99
2026-07-13,blinkit,792937,gurgaon,1,95
2026-07-13,blinkit,68254,delhi,2,298
2026-07-13,blinkit,18503,pune,1,99
2026-07-13,blinkit,18504,roorkee,1,319
2026-07-13,blinkit,63565,hyderabad,1,189
2026-07-13,blinkit,18503,delhi,3,297
2026-07-13,blinkit,792937,bangalore,3,285
2026-07-13,blinkit,18503,mumbai,1,99
2026-07-13,blinkit,792937,central goa,1,95
2026-07-13,blinkit,68254,mumbai,1,149
2026-07-13,blinkit,18504,coimbatore,1,319
2026-07-13,blinkit,68254,hyderabad,1,149
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,78553,ahmedabad,1,99
2026-07-13,blinkit,68254,gurgaon,1,149
2026-07-13,blinkit,78553,bangalore,1,99
2026-07-13,blinkit,18503,hyderabad,1,99
2026-07-13,blinkit,68254,delhi,1,149
2026-07-13,blinkit,18503,aurangabad,1,99
2026-07-13,blinkit,792937,bangalore,1,95
2026-07-13,blinkit,68254,bangalore,1,149
2026-07-13,blinkit,63565,mumbai,1,189
2026-07-13,blinkit,18504,chennai,1,319
2026-07-13,blinkit,18503,hyderabad,1,99
2026-07-13,blinkit,792937,mumbai,3,285
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,63565,noida,2,378
2026-07-14,blinkit,63565,mumbai,1,189
2026-07-14,blinkit,63565,hyderabad,2,378
2026-07-14,blinkit,792937,delhi,2,190
2026-07-14,blinkit,792937,bhubaneswar,2,190
2026-07-14,blinkit,792937,bhubaneswar,1,95
2026-07-14,blinkit,792937,chennai,1,95
2026-07-14,blinkit,63565,kanpur,1,189
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,792937,mumbai,1,95
2026-07-14,blinkit,18506,delhi,1,499
2026-07-14,blinkit,78553,mumbai,1,99
2026-07-14,blinkit,18504,vijayawada,1,319
2026-07-14,blinkit,18503,gurgaon,1,99
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,792937,mumbai,2,190
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,18503,noida 1,1,99
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,197453,hyderabad,1,169
2026-07-14,blinkit,197453,bangalore,1,169
2026-07-14,blinkit,792937,bangalore,2,190
2026-07-14,blinkit,792937,bangalore,2,190
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,18504,bangalore,1,319
2026-07-14,blinkit,792937,kurnool,2,190
2026-07-14,blinkit,18504,hyderabad,1,319
2026-07-14,blinkit,792937,bangalore,1,95
2026-07-14,blinkit,68254,kolkata,1,149
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,18503,chennai,1,99
2026-07-14,blinkit,18503,mumbai,1,99
2026-07-14,blinkit,78553,bangalore,1,99
2026-07-14,blinkit,68254,mumbai,1,149
2026-07-14,blinkit,78553,ahmedabad,1,99
2026-07-14,blinkit,18503,hyderabad,1,99
2026-07-14,blinkit,78553,central goa,1,99
2026-07-14,blinkit,57850,pune,1,109
2026-07-14,blinkit,18503,chennai,3,297
2026-07-14,blinkit,78553,indore,1,99
2026-07-14,blinkit,68254,delhi,1,149
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,18506,bangalore,2,998
2026-07-14,blinkit,63565,central goa,1,189
2026-07-14,blinkit,792937,davanagere,1,92
2026-07-14,blinkit,78553,mumbai,1,99
2026-07-14,blinkit,18503,bangalore,1,99
2026-07-14,blinkit,68254,mumbai,1,149
2026-07-14,blinkit,18506,noida 1,1,499
2026-07-14,blinkit,68254,hyderabad,1,149
2026-07-14,blinkit,68254,delhi,1,149
2026-07-14,blinkit,63565,hyderabad,1,189
2026-07-14,blinkit,63565,bangalore,1,189
2026-07-14,blinkit,18506,kakinada,1,499
2026-07-14,blinkit,792937,delhi,1,95
2026-07-14,blinkit,18503,nashik,1,99
2026-07-14,blinkit,18503,central goa,1,99
2026-07-14,blinkit,18503,gurgaon,1,99
2026-07-14,blinkit,78553,mumbai,1,99
2026-07-12,blinkit,78553,guwahati,1,99
2026-07-12,blinkit,792937,gurgaon,1,95
2026-07-12,blinkit,63565,bangalore,1,189
2026-07-12,blinkit,792937,bangalore,1,95
2026-07-12,blinkit,18506,bangalore,1,499
2026-07-12,blinkit,792937,bangalore,2,190
2026-07-12,blinkit,78553,patiala,1,99
2026-07-12,blinkit,63565,bangalore,1,189
2026-07-12,blinkit,18504,chennai,1,319
2026-07-12,blinkit,792937,pune,1,95
2026-07-12,blinkit,78553,hyderabad,2,198
2026-07-12,blinkit,18504,kozhikode,1,319
2026-07-12,blinkit,18506,ahmedabad,1,499
2026-07-12,blinkit,18504,vizag,3,957
2026-07-12,blinkit,63565,bangalore,1,189
2026-07-12,blinkit,792937,delhi,1,95
2026-07-12,blinkit,68254,kolkata,1,149
2026-07-12,blinkit,63565,gurgaon,1,189
2026-07-12,blinkit,18504,kolkata,2,638
2026-07-11,blinkit,18503,mysore,1,99
2026-07-11,blinkit,18506,mumbai,1,499
2026-07-11,blinkit,792937,chennai,2,190
2026-07-11,blinkit,63565,allahabad,1,189
2026-07-11,blinkit,197453,bangalore,1,169
2026-07-11,blinkit,78553,pune,1,99
2026-07-11,blinkit,78553,bangalore,1,99
2026-07-11,blinkit,78553,chennai,1,99
2026-07-11,blinkit,63565,bangalore,3,567
2026-07-11,blinkit,68254,chennai,2,298
2026-07-11,blinkit,18504,vizag,1,319
2026-07-11,blinkit,18506,thiruvananthapuram,1,499
2026-07-11,blinkit,792937,bangalore,1,95
2026-07-11,blinkit,78553,chennai,1,99
2026-07-11,blinkit,68254,chennai,1,149
2026-07-11,blinkit,197453,nagpur,1,169
2026-07-11,blinkit,63565,mangaluru,1,189
2026-07-11,blinkit,68254,aligarh,1,149
2026-07-11,blinkit,18503,bangalore,1,99
2026-07-11,blinkit,792937,bangalore,2,190
2026-07-11,blinkit,18503,hyderabad,2,198
2026-07-11,blinkit,792937,gurgaon,1,95
2026-07-11,blinkit,18503,chennai,1,99
2026-07-11,blinkit,18503,hyderabad,2,198
2026-07-11,blinkit,63565,delhi,1,189
2026-07-11,blinkit,18504,pune,1,319
2026-07-11,blinkit,18506,mumbai,1,499
2026-07-11,blinkit,78553,chennai,1,99
2026-07-11,blinkit,18506,bangalore,1,499
2026-07-11,blinkit,18506,mumbai,2,998
2026-07-11,blinkit,68254,bangalore,2,298
2026-07-11,blinkit,18506,bangalore,2,998
2026-07-11,blinkit,78553,chennai,1,99
2026-07-11,blinkit,18503,karimnagar,1,99
2026-07-11,blinkit,18503,lonavla,3,297
2026-07-11,blinkit,792937,bangalore,2,190
2026-07-11,blinkit,68254,bangalore,2,298
2026-07-11,blinkit,792937,bangalore,1,95
2026-07-11,blinkit,63565,bangalore,1,189
2026-07-11,blinkit,792937,mumbai,1,95
2026-07-11,blinkit,63565,bangalore,1,189
2026-07-11,blinkit,18506,mumbai,1,499
2026-07-11,blinkit,18504,mumbai,2,638
2026-07-11,blinkit,18503,bangalore,1,99
2026-07-11,blinkit,18504,mumbai,1,319
2026-07-11,blinkit,78553,bhubaneswar,1,99
2026-07-11,blinkit,78553,bangalore,1,99
2026-07-11,blinkit,18503,pune,1,99
2026-07-11,blinkit,18503,pune,3,297
2026-07-11,blinkit,78553,bangalore,2,198
2026-07-11,blinkit,18504,mumbai,2,638
2026-07-11,blinkit,63565,gurgaon,2,378
2026-07-11,blinkit,78553,hyderabad,2,198
2026-07-11,blinkit,18504,bangalore,2,638
2026-07-11,blinkit,18504,mumbai,1,319
2026-07-11,blinkit,792937,bhubaneswar,1,95
2026-07-11,blinkit,792937,bangalore,1,95
2026-07-11,blinkit,63565,bangalore,2,378
2026-07-11,blinkit,792937,hyderabad,2,190
2026-07-11,blinkit,68254,hyderabad,1,149
2026-07-11,blinkit,18503,mysore,1,99
2026-07-11,blinkit,68254,chennai,2,298
2026-07-11,blinkit,18504,bangalore,2,638
2026-07-11,blinkit,18506,bangalore,2,998
2026-07-11,blinkit,63565,kolkata,1,189
2026-07-20,blinkit,63565,bangalore,2,378
2026-07-20,blinkit,68254,hyderabad,1,149
2026-07-20,blinkit,18503,nashik,1,99
2026-07-20,blinkit,18503,chennai,1,99
2026-07-20,blinkit,68254,mumbai,1,149
2026-07-20,blinkit,78553,vadodara,2,198
2026-07-20,blinkit,792937,chennai,1,95
2026-07-22,blinkit,18506,mumbai,4,1996
2026-07-22,blinkit,18503,kottayam,1,99
2026-07-22,blinkit,68254,central goa,1,149
2026-07-22,blinkit,18503,chennai,1,99
2026-07-22,blinkit,18506,mumbai,1,499
2026-07-22,blinkit,18503,bangalore,1,99
2026-07-22,blinkit,18503,noida 1,2,198
2026-07-22,blinkit,18504,bangalore,1,319
2026-07-21,blinkit,63565,mumbai,1,189
2026-07-21,blinkit,68254,chennai,1,149
2026-07-21,blinkit,18506,delhi,1,499
2026-07-21,blinkit,18506,chennai,1,499
2026-07-21,blinkit,78553,chennai,1,99
2026-07-21,blinkit,18503,delhi,1,99
2026-07-21,blinkit,68254,delhi,1,149
2026-07-21,blinkit,78553,mumbai,1,99
2026-07-21,blinkit,63565,bangalore,1,189
2026-07-21,blinkit,792937,hyderabad,1,95
2026-07-21,blinkit,63565,bangalore,2,378
2026-07-21,blinkit,18503,bangalore,1,99
2026-07-21,blinkit,18503,hyderabad,1,99
2026-07-21,blinkit,18506,delhi,2,998
2026-07-21,blinkit,792937,bangalore,2,190
2026-07-21,blinkit,18504,chennai,1,319
2026-07-21,blinkit,68254,lucknow,1,149
2026-07-21,blinkit,63565,delhi,1,189
2026-07-21,blinkit,18503,hyderabad,2,198
2026-07-21,blinkit,197453,bangalore,1,169
2026-07-21,blinkit,78553,bangalore,2,198
2026-07-21,blinkit,18503,gurgaon,1,99
2026-07-21,blinkit,18503,pune,1,99
2026-07-21,blinkit,63565,delhi,2,378
2026-07-21,blinkit,57850,udaipur,1,109
2026-07-21,blinkit,792937,hyderabad,2,190
2026-07-21,blinkit,78553,bangalore,1,99
2026-07-21,blinkit,63565,chennai,1,189
2026-07-21,blinkit,63565,mumbai,1,189
2026-07-21,blinkit,78553,bangalore,1,99
2026-07-21,blinkit,18503,hyderabad,1,99
2026-07-21,blinkit,18503,kochi,1,99
2026-07-21,blinkit,792937,mumbai,1,95
2026-07-21,blinkit,18504,bangalore,1,319
2026-07-21,blinkit,792937,bangalore,1,95
2026-07-22,blinkit,792937,mumbai,2,190
2026-07-22,blinkit,78553,pune,1,99
2026-07-22,blinkit,197453,bangalore,2,338
2026-07-22,blinkit,78553,pune,1,99
2026-07-22,blinkit,63565,hyderabad,3,567
2026-07-22,blinkit,68254,mumbai,2,298
2026-07-22,blinkit,792937,bangalore,1,95
2026-07-22,blinkit,18503,pune,1,99
2026-07-22,blinkit,68254,bangalore,1,149
2026-07-22,blinkit,792937,chennai,2,190
2026-07-22,blinkit,292876,patna,1,125
2026-07-22,blinkit,792937,mumbai,1,95
2026-07-22,blinkit,18503,bangalore,1,99
2026-07-22,blinkit,18503,bangalore,2,198
2026-07-22,blinkit,18504,trichy,1,319
2026-07-22,blinkit,18503,bangalore,3,297
2026-07-22,blinkit,18503,hyderabad,2,198
2026-07-22,blinkit,63565,gurgaon,1,189
2026-07-22,blinkit,792937,bangalore,3,285
2026-07-22,blinkit,78553,central goa,1,99
2026-07-22,blinkit,68254,bangalore,1,149
2026-07-22,blinkit,78553,chennai,1,99
2026-07-22,blinkit,68254,chennai,1,149
2026-07-22,blinkit,792937,mumbai,1,95
2026-07-22,blinkit,792937,chennai,1,95
2026-07-22,blinkit,792937,delhi,3,285
2026-07-22,blinkit,68254,delhi,1,149
2026-07-22,blinkit,78553,pune,1,99
2026-07-22,blinkit,792937,pune,1,95
2026-07-22,blinkit,68254,bangalore,1,149
2026-07-21,blinkit,292876,faridabad,1,125
2026-07-21,blinkit,18503,pune,1,99
2026-07-21,blinkit,78553,ahmedabad,1,99
2026-07-21,blinkit,792937,gurgaon,2,190
2026-07-21,blinkit,18503,hyderabad,3,297
2026-07-21,blinkit,18503,bangalore,3,297
2026-07-21,blinkit,68254,chennai,2,298
2026-07-21,blinkit,18503,pune,1,99
2026-07-21,blinkit,63565,pune,1,189
2026-07-21,blinkit,63565,mumbai,1,189
2026-07-21,blinkit,63565,mumbai,1,189
2026-07-21,blinkit,792937,bangalore,1,95
2026-07-21,blinkit,78553,mumbai,1,99
2026-07-21,blinkit,792937,chennai,1,95
2026-07-21,blinkit,63565,hyderabad,3,567
2026-07-21,blinkit,63565,varanasi,1,189
2026-07-21,blinkit,63565,bangalore,3,567
2026-07-21,blinkit,792937,chennai,2,190
2026-07-21,blinkit,792937,bangalore,3,285
2026-07-21,blinkit,63565,bangalore,1,189
